1,0.282,0.988,-0.018,0.282,0.988,-0.018,0.282,0.988,-0.018,0.266745333,120
2,0.282,0.988,-0.018,0.282,0.988,-0.018,0.282,0.988,-0.018,0.266745333,120
3,0.282,0.988,-0.018,0.282,0.988,-0.018,0.282,0.988,-0.018,0.266745333,120
4,0.254115,0.99372,0.00121,0.103,0.845,-0.109,0.314,1.308,0.191,0.266008766,120
5,0.286595,0.982445,0.005045,0.144,0.915,-0.07,0.399,1.059,0.085,0.253131398,120
6,0.245975,0.994,0.05579,0.082,0.798,-0.082,0.355,1.32,0.161,0.245991623,120
7,0.25409,0.99367,0.014205,0.132,0.839,-0.135,0.416,1.261,0.144,0.260645846,120
8,0.254985,0.994035,0.019215,0.091,0.845,-0.088,0.346,1.158,0.135,0.258676071,120
9,0.25069,0.99243,0.01797,0.041,0.868,-0.082,0.419,1.111,0.196,0.258984853,120
10,0.263075,0.988655,0.00539,0.044,0.821,-0.12,0.358,1.205,0.208,0.259946326,120
11,-0.176,0.871,-0.399,-0.176,0.871,-0.399,-0.176,0.871,-0.399,0.459806333,126
12,-0.176,0.871,-0.399,-0.176,0.871,-0.399,-0.176,0.871,-0.399,0.459806333,126
13,-0.176,0.871,-0.399,-0.176,0.871,-0.399,-0.176,0.871,-0.399,0.459806333,126
14,-0.18301,0.866315,-0.401615,-0.264,0.768,-0.484,-0.026,1.032,-0.37,0.459419598,126
15,-0.1921,0.8773,-0.379055,-0.387,0.771,-0.484,0.085,1.047,-0.252,0.459499403,126
16,-0.17653,0.875045,-0.38674,-0.364,0.777,-0.472,-0.056,1.056,-0.328,0.457016602,126
17,-0.166835,0.87346,-0.384935,-0.413,0.745,-0.516,0.018,1,-0.314,0.452223212,126
18,-0.185545,0.87697,-0.379175,-0.355,0.739,-0.51,-0.038,1.191,-0.302,0.457388494,126
19,-0.175665,0.87389,-0.385835,-0.416,0.672,-0.475,-0.018,1.038,-0.314,0.4554407,126
20,-0.19047,0.87406,-0.38044,-0.472,0.701,-0.481,0.073,1.032,-0.287,0.457180495,126
21,0.17,-0.947,0.22,0.17,-0.947,0.22,0.17,-0.947,0.22,0.435346333,156
22,0.17,-0.947,0.22,0.17,-0.947,0.22,0.17,-0.947,0.22,0.435346333,156
23,0.17,-0.947,0.22,0.17,-0.947,0.22,0.17,-0.947,0.22,0.435346333,156
24,0.17,-0.947,0.22,0.17,-0.947,0.22,0.17,-0.947,0.22,0.435346333,156
25,0.156335,-0.94864,0.20536,-0.003,-1.246,-0.032,0.252,-0.853,0.305,0.4258482,156
26,0.153495,-0.954535,0.1687,-0.246,-1.243,-0.073,0.343,-0.792,0.296,0.414936423,156
27,0.16352,-0.96142,0.12103,-0.015,-1.194,-0.041,0.375,-0.836,0.296,0.406498901,156
28,0.16106,-0.96003,0.153475,-0.091,-1.358,-0.038,0.355,-0.827,0.328,0.416132284,156
29,0.19393,-0.937115,0.20643,0.026,-1.194,0.026,0.405,-0.754,0.446,0.431185702,156
30,0.16591,-0.956165,0.195715,-0.018,-1.299,-0.082,0.375,-0.83,0.302,0.43112803,156
31,-0.452,-0.827,-0.22,-0.452,-0.827,-0.22,-0.452,-0.827,-0.22,0.093816333,160
32,-0.452,-0.827,-0.22,-0.452,-0.827,-0.22,-0.452,-0.827,-0.22,0.093816333,160
33,-0.452,-0.827,-0.22,-0.452,-0.827,-0.22,-0.452,-0.827,-0.22,0.093816333,160
34,-0.452,-0.827,-0.22,-0.452,-0.827,-0.22,-0.452,-0.827,-0.22,0.093816333,160
35,-0.459075,-0.837345,-0.167715,-0.531,-0.889,-0.22,-0.402,-0.765,-0.079,0.11273053,160
36,-0.47104,-0.818355,-0.217995,-0.645,-0.938,-0.387,-0.361,-0.657,-0.094,0.090848602,160
