-0.95386,0.21255,0.06435,-1.243,0.126,-0.135,-0.827,0.402,0.196,0.276837538,0
-0.95457,0.22269,0.05993,-1.044,0.103,-0.1,-0.85,0.346,0.24,0.277281368,0
-0.9629,0.18754,0.12045,-1.185,0.059,-0.114,-0.842,0.457,0.208,0.284952433,0
-0.94807,0.24609,0.04652,-1.076,0.155,-0.047,-0.839,0.39,0.194,0.277826144,0
-0.96204,0.1888,0.12793,-1.22,0.103,-0.103,-0.874,0.413,0.217,0.28577832,0
-0.9496,0.2313,0.07748,-1.067,0.103,-0.038,-0.865,0.337,0.182,0.279753323,0
-0.96069,0.20954,0.13081,-1.261,0.103,-0.1,-0.795,0.434,0.24,0.294089176,0
-0.96879,0.2035,0.0497,-1.199,0.07,-0.15,-0.827,0.39,0.217,0.279873701,0
-0.96241,0.15394,0.19031,-1.129,0.085,0.109,-0.871,0.287,0.264,0.289416673,0
-0.94094,0.24953,0.01108,-1.144,0.152,-0.111,-0.824,0.375,0.255,0.270433144,0
-0.96353,0.18824,0.15509,-1.106,0.076,0.059,-0.845,0.381,0.255,0.292041373,0
-0.94472,0.2266,0.10368,-1.27,0.126,-0.135,-0.742,0.425,0.29,0.285842714,0
-0.95335,0.21484,0.1089,-1.056,0.067,-0.053,-0.827,0.337,0.223,0.284261692,0
-0.96552,0.19822,0.17584,-1.205,0.073,-0.097,-0.821,0.358,0.311,0.30292718,0
-0.9358,0.26739,0.07952,-1.161,0.138,-0.059,-0.757,0.443,0.246,0.287499039,0
-0.95565,0.19147,0.16754,-1.1,0.07,0.067,-0.845,0.314,0.249,0.290965303,0
-0.94848,0.224,0.08708,-1.176,0.129,-0.082,-0.85,0.367,0.223,0.281294618,0
-0.94962,0.23237,0.10244,-1.062,0.144,-0.053,-0.836,0.343,0.255,0.286397578,0
-0.96773,0.21298,0.13754,-1.173,0.117,-0.126,-0.839,0.413,0.32,0.29967378,0
-0.93999,0.25271,0.03586,-1.103,0.155,-0.109,-0.815,0.396,0.199,0.274565378,0
-0.96306,0.19066,0.15457,-1.091,0.082,0.041,-0.809,0.337,0.293,0.291759552,0
-0.94701,0.2342,0.05603,-1.199,0.088,-0.103,-0.806,0.446,0.246,0.278806677,0
-0.95406,0.21204,0.10208,-1.12,0.103,-0.012,-0.742,0.352,0.249,0.282927895,0
-0.96195,0.18777,0.08374,-1.249,0.056,-0.155,-0.739,0.455,0.279,0.279491564,0
-0.95935,0.22282,0.03323,-1.205,0.088,-0.135,-0.739,0.387,0.264,0.2792062,0
-0.96702,0.18195,0.1457,-1.208,0.085,0.012,-0.795,0.452,0.232,0.290481874,0
-0.94578,0.23907,0.06041,-1.246,0.07,-0.167,-0.792,0.46,0.226,0.281560755,0
-0.95367,0.20334,0.13933,-1.07,0.041,-0.003,-0.812,0.396,0.264,0.288723287,0
-0.95186,0.22383,0.10391,-1.1,0.144,-0.067,-0.83,0.37,0.223,0.285004286,0
-0.94689,0.23899,0.08867,-1.088,0.097,-0.097,-0.815,0.413,0.276,0.286201099,0
-0.97325,0.18573,0.14965,-1.132,0.073,-0.073,-0.886,0.346,0.255,0.294816991,0
-0.93797,0.26732,0.04122,-1.217,0.158,-0.129,-0.795,0.446,0.208,0.281318843,0
-0.96022,0.21608,0.15194,-1.059,0.097,0.044,-0.85,0.34,0.252,0.296467264,0
-0.94607,0.2313,0.06246,-1.214,0.129,-0.129,-0.85,0.419,0.211,0.2792821,0
-0.95396,0.21185,0.08026,-1.044,0.067,-0.097,-0.845,0.387,0.208,0.278255695,0
-0.96068,0.20505,0.13036,-1.164,0.082,-0.12,-0.815,0.44,0.261,0.292141917,0
-0.95723,0.25827,0.02996,-1.179,0.17,-0.126,-0.795,0.44,0.255,0.285124234,0
-0.94894,0.21455,0.17741,-1.056,0.117,0.065,-0.806,0.361,0.267,0.296572412,0
-0.94792,0.21618,0.05974,-1.111,0.091,-0.126,-0.871,0.328,0.226,0.272427612,0
-0.96074,0.19517,0.10549,-1.059,0.073,-0.041,-0.821,0.331,0.22,0.281284949,0
-0.96383,0.18588,0.09267,-1.161,0.067,-0.135,-0.83,0.413,0.182,0.279216138,0
-0.95911,0.22862,0.0834,-1.185,0.062,-0.088,-0.801,0.405,0.217,0.287042868,0
-0.95089,0.1822,0.18128,-1.082,0.097,0.038,-0.798,0.375,0.252,0.290114774,0
-0.95196,0.23089,0.037,-1.088,0.138,-0.114,-0.865,0.328,0.217,0.274144451,0
-0.95729,0.20489,0.12364,-1.032,0.097,-0.012,-0.868,0.355,0.22,0.285098618,0
-0.95739,0.21478,0.1023,-1.097,0.097,-0.097,-0.845,0.331,0.235,0.285466093,0
