1,0.25044,-0.94233,0.01786,-0.158,-1.378,-0.569,0.663,-0.46,0.323,0.313626159,102
2,0.19952,-0.96485,0.00656,-0.384,-1.578,-0.413,0.73,-0.258,0.287,0.328514994,102
3,0.19502,-0.96733,0.0097,-0.496,-1.628,-0.566,0.827,-0.273,0.384,0.340648818,102
4,0.18465,-0.96771,0.0091,-0.625,-1.54,-0.551,0.818,-0.364,0.428,0.33648406,102
5,0.15673,-0.96689,0.00526,-0.499,-1.619,-0.513,0.733,-0.284,0.305,0.326944666,102
6,0.18757,-0.96617,-0.00167,-0.34,-1.61,-0.616,0.953,-0.32,0.463,0.333442116,102
7,0.19529,-0.96978,0.0122,-0.381,-1.578,-0.554,0.915,-0.255,0.416,0.336031064,102
8,0.20792,-0.96808,0.01325,-0.384,-1.716,-0.419,1.038,-0.299,0.361,0.352843407,102
9,0.18742,-0.95983,-0.00946,-0.343,-1.595,-0.501,0.727,-0.54,0.358,0.311991005,102
10,0.17758,-0.97609,-0.00948,-0.446,-1.54,-0.543,0.686,-0.179,0.308,0.332866155,102
11,0.19605,-0.97762,0.01911,-0.411,-1.68,-0.504,0.804,-0.199,0.346,0.347676485,102
12,0.18894,-0.97226,0.0264,-0.484,-1.592,-0.501,0.733,-0.217,0.446,0.344626474,102
13,0.1805,-0.96881,0.01576,-0.413,-1.745,-0.46,0.804,-0.358,0.399,0.329290859,102
14,0.18354,-0.96479,0.01374,-0.434,-1.607,-0.419,0.716,-0.191,0.358,0.331824498,102
15,0.20173,-0.96677,0.02435,-0.531,-1.742,-0.657,0.842,-0.223,0.372,0.351703411,102
16,0.17924,-0.96369,0.00889,-0.44,-1.595,-0.575,0.771,-0.235,0.378,0.326263876,102
17,0.19899,-0.96841,0.00467,-0.402,-1.651,-0.455,0.713,-0.223,0.367,0.33948003,102
18,0.1672,-0.96741,0.0064,-0.39,-1.698,-0.54,0.801,-0.299,0.378,0.319495611,102
19,0.1928,-0.96451,0.00924,-0.484,-1.636,-0.501,0.754,-0.293,0.367,0.335228688,102
20,0.1698,-0.95997,-0.00822,-0.229,-1.628,-0.469,0.674,-0.349,0.358,0.308680709,102
21,0.18581,-0.97373,0.00539,-0.525,-1.642,-0.575,0.889,-0.249,0.399,0.343335704,102
22,0.204,-0.9549,0.02359,-0.396,-1.71,-0.499,0.73,-0.223,0.317,0.333646842,102
23,0.18043,-0.97021,0.01448,-0.499,-1.798,-0.543,0.956,-0.232,0.528,0.34673226,102
24,0.16275,-0.9561,-0.01731,-0.305,-1.563,-0.516,0.733,-0.243,0.364,0.30309262,102
25,0.17028,-0.95109,-0.01572,-0.191,-1.595,-0.431,0.683,-0.449,0.296,0.2945391,102
26,0.18289,-0.94867,-0.0244,-0.267,-1.475,-0.499,0.683,-0.493,0.343,0.29655032,102
27,0.18164,-0.96366,-0.01428,-0.226,-1.598,-0.51,0.657,-0.364,0.32,0.30949642,102
28,0.19828,-0.96586,-0.00255,-0.302,-1.619,-0.543,0.71,-0.375,0.416,0.317141872,102
29,0.18568,-0.95855,0.00767,-0.355,-1.566,-0.472,0.777,-0.372,0.331,0.318881072,102
30,0.17064,-0.97008,-0.0012,-0.346,-1.592,-0.531,0.663,-0.32,0.343,0.318880675,102
31,0.18764,-0.96482,0.0044,-0.232,-1.654,-0.51,0.648,-0.238,0.337,0.317241881,102
